"presetFieldsKey","r","type","labelEn","labelTransl","icon","universal","keys","optionskey","valueEn","valueTransl","placeholderEn","placeholderTransl","endRec"
"fuel/octane_91",1,"check","Sells Regular Gasoline","Prodaje benzin 91 oktan"," "," ","fuel:octane_91"," "," "," "," "," ","last"
"fuel/octane_95",1,"check","Sells Midgrade Gasoline","Prodaje benzin 95 oktana"," "," ","fuel:octane_95"," "," "," "," "," ","last"
"fuel/octane_98",1,"check","Sells Premium Gasoline","Prodaje benzin 98 oktana"," "," ","fuel:octane_98"," "," "," "," "," ","last"
"gauge",1,"combo","Gauge","Širina kolosijeka"," "," ","gauge"," "," "," "," "," ","last"
"gender",1,"radio","Gender"," "," "," ","male,female,unisex"," "," "," ","Unknown"," ","last"
"generator/method",1,"combo","Method","Metoda"," "," ","generator:method"," "," "," "," "," ","last"
"generator/source",1,"combo","Source","Izvor"," "," ","generator:source"," "," "," "," "," ","last"
"generator/type",1,"combo","Type","Vrsta"," "," ","generator:type"," "," "," "," "," ","last"
"golf_hole",1,"text","Reference","Preporuka"," "," ","ref"," "," "," ","Hole number (1-18)","Broj rupa (1-18)","last"
"handicap",1,"number","Handicap","Smetnja"," "," ","handicap"," "," "," ","1-18","1-18","last"
"highway",1,"typeCombo","Type","Vrsta"," "," ","highway"," "," "," "," "," ","last"
"historic",1,"typeCombo","Type","Vrsta"," "," ","historic"," "," "," "," "," ","last"
"hoops",1,"number","Hoops","Obruči"," "," ","hoops"," "," "," ","1, 2, 4...","1, 2, 4...","last"
"iata",1,"text","IATA","Međunarodni IATA kôd zračne luke"," "," ","iata"," "," "," "," "," ","last"
"icao",1,"text","ICAO","Međunarodni ICAO kôd zračne luke"," "," ","icao"," "," "," "," "," ","last"
"incline",1,"combo","Incline","Nagib"," "," ","incline"," "," "," "," "," ","last"
"information",1,"typeCombo","Type","Vrsta"," "," ","information"," "," "," "," "," ","last"
"internet_access",1,"combo","Internet Access","Dostupan internet"," "," ","internet_access","yes","Yes","Da"," "," ","last"
"internet_access",2,"combo"," "," "," "," "," ","no","No","Ne"," "," ","last"
"internet_access",3,"combo"," "," "," "," "," ","wlan","Wifi","Wifi"," "," ","last"
"internet_access",4,"combo"," "," "," "," "," ","wired","Wired","Žično"," "," ","last"
"internet_access",5,"combo"," "," "," "," "," ","terminal","Terminal","Terminal"," "," ","last"
"lamp_type",1,"combo","Type","Vrsta"," "," ","lamp_type"," "," "," "," "," ","last"
"landuse",1,"typeCombo","Type","Vrsta"," "," ","landuse"," "," "," "," "," ","last"
"lanes",1,"number","Lanes","Broj traka"," "," ","lanes"," "," "," ","1, 2, 3...","1, 2, 3...","last"
"layer",1,"combo","Layer","Sloj"," "," ","layer"," "," "," "," "," ","last"
"leaf_cycle",1,"combo","Leaf Cycle"," "," "," ","leaf_cycle","evergreen","Evergreen",," "," ","last"
"leaf_cycle",2,"combo"," "," "," "," "," ","deciduous","Deciduous",," "," ","last"
"leaf_cycle",3,"combo"," "," "," "," "," ","semi_evergreen","Semi-Evergreen",," "," ","last"
"leaf_cycle",4,"combo"," "," "," "," "," ","semi_deciduous","Semi-Deciduous",," "," ","last"
"leaf_cycle",5,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",1,"combo","Leaf Type"," "," "," ","leaf_type","broadleaved","Broadleaved",," "," ","last"
"leaf_type",2,"combo"," "," "," "," "," ","needleleaved","Needleleaved",," "," ","last"
"leaf_type",3,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",4,"combo"," "," "," "," "," ","leafless","Leafless",," "," ","last"
"leisure",1,"typeCombo","Type","Vrsta"," "," ","leisure"," "," "," "," "," ","last"
"length",1,"number","Length (Meters)","Duljina (u metrima)"," "," ","length"," "," "," "," "," ","last"
"levels",1,"number","Levels","Razina"," "," ","building:levels"," "," "," ","2, 4, 6...","2, 4, 6...","last"
"lit",1,"check","Lit","Ulična rasvjeta"," "," ","lit"," "," "," "," "," ","last"
"location",1,"combo","Location","Lokacija"," "," ","location"," "," "," "," "," ","last"
"man_made",1,"typeCombo","Type","Vrsta"," "," ","man_made"," "," "," "," "," ","last"
"maxspeed",1,"maxspeed","Speed Limit","Ograničenje brzine"," "," ","maxspeed"," "," "," ","40, 50, 60...","40, 50, 60...","last"
"mtb/scale",1,"combo","Mountain Biking Difficulty","Težina brdske biciklističke staze"," "," ","mtb:scale","0","0: Solid gravel/packed earth, no obstacles, wide curves","0: Tvrd tucanik/nabijena zemlja, bez prepreka, blage krivine","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale",2,"combo"," "," "," "," "," ","1","1: Some loose surface, small obstacles, wide curves","1: Malo neravna površina, male prepreke, blage krivine"," "," ","last"
"mtb/scale",3,"combo"," "," "," "," "," ","2","2: Much loose surface, large obstacles, easy hairpins","2: Više neravna površina, velike prepreke, lakše krivine"," "," ","last"
"mtb/scale",4,"combo"," "," "," "," "," ","3","3: Slippery surface, large obstacles, tight hairpins","3: Sklizava površina, velike prepreke, uske krivine"," "," ","last"
"mtb/scale",5,"combo"," "," "," "," "," ","4","4: Loose surface or boulders, dangerous hairpins","4: Neravna površina ili veliko kamenje, opasne krivine"," "," ","last"
"mtb/scale",6,"combo"," "," "," "," "," ","5","5: Maximum difficulty, boulder fields, landslides","5: Maksimalno težak teren, polja kamenih gromada, odroni"," "," ","last"
"mtb/scale",7,"combo"," "," "," "," "," ","6","6: Not rideable except by the very best mountain bikers","6: Nije za vožnju osim za najbolje brdske bicikliste"," "," ","last"
"mtb/scale/imba",1,"combo","IMBA Trail Difficulty"," "," "," ","mtb:scale:imba","0","Easiest (white circle)","Najlakše (bijeli krug)","Easy, Medium, Difficult...","Lagano, srednje, teško...","last"
"mtb/scale/imba",2,"combo"," "," "," "," "," ","1","Easy (green circle)","Lagano (zeleni krug)"," "," ","last"
"mtb/scale/imba",3,"combo"," "," "," "," "," ","2","Medium (blue square)","Srednje (plavi kvadrat)"," "," ","last"
"mtb/scale/imba",4,"combo"," "," "," "," "," ","3","Difficult (black diamond)","Teško (crni dijamant)"," "," ","last"
"mtb/scale/imba",5,"combo"," "," "," "," "," ","4","Extremely Difficult (double black diamond)","Izuzetno teško (dupli crni dijamant)"," "," ","last"
"mtb/scale/uphill",1,"combo","Mountain Biking Uphill Difficulty","Težina uspona staze za brdski biciklizam"," "," ","mtb:scale:uphill","0","0: Avg. incline <10%, gravel/packed earth, no obstacles","0: Prosječan nagib <10%, tucanik/nabijena zemlja, bez prepreka","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale/uphill",2,"combo"," "," "," "," "," ","1","1: Avg. incline <15%, gravel/packed earth, few small objects","1: Prosječan nagib <15%, tucanik/nabijena zemlja, manje prepreke"," "," ","last"
"mtb/scale/uphill",3,"combo"," "," "," "," "," ","2","2: Avg. incline <20%, stable surface, fistsize rocks/roots","2: Prosječan nagib <20%, stabilna površina, kamenje veličine šake/korijenje"," "," ","last"
"mtb/scale/uphill",4,"combo"," "," "," "," "," ","3","3: Avg. incline <25%, variable surface, fistsize rocks/branches","3: Prosječan nagib <25%, raznolika površina, kamenje veličine šake/granje"," "," ","last"
"mtb/scale/uphill",5,"combo"," "," "," "," "," ","4","4: Avg. incline <30%, poor condition, big rocks/branches","4: Prosječan nagib <30%, loši uvjeti, veliko kamenje/granje"," "," ","last"
"mtb/scale/uphill",6,"combo"," "," "," "," "," ","5","5: Very steep, bike generally needs to be pushed or carried","5: Jako strmo, bicikl je uglavnom potrebno gurati ili nositi"," "," ","last"
"name",1,"localized","Name","Ime"," "," ","name"," "," "," ","Common name (if any)","Opće ime (ako postoji)","last"
"natural",1,"typeCombo","Natural","Prirodno"," "," ","natural"," "," "," "," "," ","last"
"network",1,"text","Network","Mreža"," "," ","network"," "," "," "," "," ","last"
"note",1,"textarea","Note","Bilješka","note",true,"note"," "," "," "," "," ","last"
"office",1,"typeCombo","Type","Vrsta"," "," ","office"," "," "," "," "," ","last"
"oneway",1,"check","One Way","Jednosmjerna"," "," ","oneway"," "," "," "," "," ","last"
"oneway_yes",1,"check","One Way","Jednosmjerno"," "," ","oneway"," "," "," "," "," ","last"
"opening_hours",1,"text","Hours","Sati"," "," ","opening_hours"," "," "," "," "," ","last"
"operator",1,"text","Operator","Operator"," "," ","operator"," "," "," "," "," ","last"
"par",1,"number","Par","Jednakost"," "," ","par"," "," "," ","3, 4, 5...","3, 4, 5...","last"
"park_ride",1,"check","Park and Ride","Parkiraj i idi javnim prijevozom"," "," ","park_ride"," "," "," "," "," ","last"
"parking",1,"combo","Type","Vrsta"," "," ","parking","surface","Surface","Površinski"," "," ","last"
"parking",2,"combo"," "," "," "," "," ","multi-storey","Multilevel","Višerazinski"," "," ","last"
"parking",3,"combo"," "," "," "," "," ","underground","Underground","Podzemni"," "," ","last"
"parking",4,"combo"," "," "," "," "," ","sheds","Sheds","Šupe"," "," ","last"
"parking",5,"combo"," "," "," "," "," ","carports","Carports","Nastrešnica"," "," ","last"
"parking",6,"combo"," "," "," "," "," ","garage_boxes","Garage Boxes","Boks garaža"," "," ","last"
"parking",7,"combo"," "," "," "," "," ","lane","Roadside Lane","Parking uz prometnicu"," "," ","last"
"phone",1,"tel","Phone","Telefon","telephone",true,"phone"," "," "," ","+31 42 123 4567","+385 01 123 4567","last"
"piste/difficulty",1,"combo","Difficulty","Težina"," "," ","piste:difficulty","novice","Novice (instructional)","Početnik (nastavni)","Easy, Intermediate, Advanced...","Lagano, srednje, napredno...","last"
"piste/difficulty",2,"combo"," "," "," "," "," ","easy","Easy (green circle)","Lagano (zeleni krug)"," "," ","last"
"piste/difficulty",3,"combo"," "," "," "," "," ","intermediate","Intermediate (blue square)","Srednje (plavi kvadrat)"," "," ","last"
"piste/difficulty",4,"combo"," "," "," "," "," ","advanced","Advanced (black diamond)","Napredno (crni dijamant)"," "," ","last"
"piste/difficulty",5,"combo"," "," "," "," "," ","expert","Expert (double black diamond)","Ekspert (dupli crni dijamant)"," "," ","last"
"piste/difficulty",6,"combo"," "," "," "," "," ","freeride","Freeride (off-piste)","Slobodna vožnja (izvan staze)"," "," ","last"
"piste/difficulty",7,"combo"," "," "," "," "," ","extreme","Extreme (climbing equipment required)","Ekstremno (potrebna oprema za penjanje)"," "," ","last"
"piste/grooming",1,"combo","Grooming"," "," "," ","piste:grooming","mogul","Classic","Brežuljkasti"," "," ","last"
"piste/grooming",2,"combo"," "," "," "," "," ","mogul","Mogul",," "," ","last"
"piste/grooming",3,"combo"," "," "," "," "," ","backcountry","Backcountry",," "," ","last"
"piste/grooming",4,"combo"," "," "," "," "," ","classic+skating","Classic and Skating",," "," ","last"
"piste/grooming",5,"combo"," "," "," "," "," ","scooter","Scooter/Snowmobile",," "," ","last"
"piste/grooming",6,"combo"," "," "," "," "," ","skating","Skating",," "," ","last"
"piste/type",1,"typeCombo","Type","Vrsta"," "," ","piste:type"," "," "," "," "," ","last"
"place",1,"typeCombo","Type","Vrsta"," "," ","place"," "," "," "," "," ","last"
"population",1,"text","Population"," "," "," ","population"," "," "," "," "," ","last"
"power",1,"typeCombo","Type","Vrsta"," "," ","power"," "," "," "," "," ","last"
"railway",1,"typeCombo","Type","Vrsta"," "," ","railway"," "," "," "," "," ","last"
"recycling/cans",1,"check","Accepts Cans","Prima limenke"," "," ","recycling:cans"," "," "," "," "," ","last"
"recycling/clothes",1,"check","Accepts Clothes","Prima odjeću"," "," ","recycling:clothes"," "," "," "," "," ","last"
"recycling/glass",1,"check","Accepts Glass","Prima staklo"," "," ","recycling:glass"," "," "," "," "," ","last"
"recycling/paper",1,"check","Accepts Paper","Prima papir"," "," ","recycling:paper"," "," "," "," "," ","last"
"ref",1,"text","Reference","Broj ceste"," "," ","ref"," "," "," "," "," ","last"
"relation",1,"combo","Type","Vrsta"," "," ","type"," "," "," "," "," ","last"
"religion",1,"combo","Religion","Religija"," "," ","religion"," "," "," "," "," ","last"
"restriction",1,"combo","Type","Vrsta"," "," ","restriction"," "," "," "," "," ","last"
"restrictions",1,"restrictions","Turn Restrictions"," ","restrictions"," "," "," "," "," "," "," ","last"
"route",1,"combo","Type","Vrsta"," "," ","route"," "," "," "," "," ","last"
"route_master",1,"combo","Type","Vrsta"," "," ","route_master"," "," "," "," "," ","last"
"sac_scale",1,"combo","Hiking Difficulty"," "," "," ","sac_scale","hiking","T1: Hiking",,"Mountain Hiking, Alpine Hiking..."," ","last"
"sac_scale",2,"combo"," "," "," "," "," ","mountain_hiking","T2: Mountain Hiking",," "," ","last"
"sac_scale",3,"combo"," "," "," "," "," ","demanding_mountain_hiking","T3: Demanding Mountain Hiking",," "," ","last"
"sac_scale",4,"combo"," "," "," "," "," ","alpine_hiking","T4: Alpine Hiking",," "," ","last"
"sac_scale",5,"combo"," "," "," "," "," ","demanding_alpine_hiking","T5: Demanding Alpine Hiking",," "," ","last"
"sac_scale",6,"combo"," "," "," "," "," ","difficult_alpine_hiking","T6: Difficult Alpine Hiking",," "," ","last"
"seasonal",1,"check","Seasonal"," "," "," ","seasonal"," "," "," "," "," ","last"
"service",1,"combo","Type","Vrsta"," "," ","service"," "," "," "," "," ","last"
"service/bicycle/chaintool",1,"check","Chain Tool"," "," "," ","service:bicycle:chaintool"," "," "," "," "," ","last"
"service/bicycle/pump",1,"check","Air Pump"," "," "," ","service:bicycle:pump"," "," "," "," "," ","last"
"shelter",1,"check","Shelter","Sklonište"," "," ","shelter"," "," "," "," "," ","last"
"shelter_type",1,"combo","Type"," "," "," ","shelter_type"," "," "," "," "," ","last"
"shop",1,"typeCombo","Type","Vrsta"," "," ","shop"," "," "," "," "," ","last"
"sloped_curb",1,"combo","Sloped Curb"," "," "," ","sloped_curb"," "," "," "," "," ","last"
"smoking",1,"combo","Smoking"," "," "," ","smoking","no","No smoking anywhere",,"No, Separated, Yes..."," ","last"
"smoking",2,"combo"," "," "," "," "," ","separated","In smoking areas, not physically isolated",," "," ","last"
"smoking",3,"combo"," "," "," "," "," ","isolated","In smoking areas, physically isolated",," "," ","last"
"smoking",4,"combo"," "," "," "," "," ","outside","Allowed outside",," "," ","last"
"smoking",5,"combo"," "," "," "," "," ","yes","Allowed everywhere",," "," ","last"
"smoking",6,"combo"," "," "," "," "," ","dedicated","Dedicated to smokers (e.g. smokers' club)",," "," ","last"
"smoothness",1,"combo","Smoothness"," "," "," ","smoothness","excellent","Thin Rollers: rollerblade, skateboard",,"Thin Rollers, Wheels, Off-Road..."," ","last"
"smoothness",2,"combo"," "," "," "," "," ","good","Thin Wheels: racing bike",," "," ","last"
"smoothness",3,"combo"," "," "," "," "," ","intermediate","Wheels: city bike, wheelchair, scooter",," "," ","last"
"smoothness",4,"combo"," "," "," "," "," ","bad","Robust Wheels: trekking bike, car, rickshaw",," "," ","last"
"smoothness",5,"combo"," "," "," "," "," ","very_bad","High Clearance: light duty off-road vehicle",," "," ","last"
"smoothness",6,"combo"," "," "," "," "," ","horrible","Off-Road: heavy duty off-road vehicle",," "," ","last"
"smoothness",7,"combo"," "," "," "," "," ","very_horrible","Specialized off-road: tractor, ATV",," "," ","last"
"smoothness",8,"combo"," "," "," "," "," ","impassable","Impassable / No wheeled vehicle",," "," ","last"
"social_facility_for",1,"radio","People served"," "," "," ","social_facility:for"," "," "," ","Homeless, Disabled, Child, etc"," ","last"
"source",1,"text","Source","Izvor","source",true,"source"," "," "," "," "," ","last"
"sport",1,"combo","Sport","Sport"," "," ","sport"," "," "," "," "," ","last"
"sport_ice",1,"combo","Sport"," "," "," ","sport"," "," "," "," "," ","last"
"sport_racing",1,"combo","Sport"," "," "," ","sport"," "," "," "," "," ","last"
"structure",1,"radio","Structure","Konstrukcija"," "," ","bridge,tunnel,embankment,cutting,ford"," "," "," ","Unknown","Nepoznat","last"
"studio_type",1,"combo","Type"," "," "," ","type"," "," "," "," "," ","last"
"substation",1,"typeCombo","Type"," "," "," ","substation"," "," "," "," "," ","last"
"supervised",1,"check","Supervised","Pod nadzorom"," "," ","supervised"," "," "," "," "," ","last"
"surface",1,"combo","Surface","Površina"," "," ","surface"," "," "," "," "," ","last"
"tactile_paving",1,"check","Tactile Paving"," "," "," ","tactile_paving"," "," "," "," "," ","last"
"takeaway",1,"combo","Takeaway"," "," "," ","takeaway","yes","Yes",,"Yes, No, Takeaway Only..."," ","last"
"takeaway",2,"combo"," "," "," "," "," ","no","No",," "," ","last"
"takeaway",3,"combo"," "," "," "," "," ","only","Takeaway Only",," "," ","last"
"toilets/disposal",1,"combo","Disposal","Vrsta odvoda"," "," ","toilets:disposal","flush","Flush",," "," ","last"
"toilets/disposal",2,"combo"," "," "," "," "," ","pitlatrine","Pit/Latrine",," "," ","last"
"toilets/disposal",3,"combo"," "," "," "," "," ","chemical","Chemical",," "," ","last"
"toilets/disposal",4,"combo"," "," "," "," "," ","bucket","Bucket",," "," ","last"
"tourism",1,"typeCombo","Type","Vrsta"," "," ","tourism"," "," "," "," "," ","last"
"towertype",1,"combo","Tower type","Vrsta tornja"," "," ","tower:type"," "," "," "," "," ","last"
"tracktype",1,"combo","Track Type"," "," "," ","tracktype","grade1","Solid: paved or heavily compacted hardcore surface",,"Solid, Mostly Solid, Soft..."," ","last"
"tracktype",2,"combo"," "," "," "," "," ","grade2","Mostly Solid: gravel/rock with some soft material mixed in",," "," ","last"
"tracktype",3,"combo"," "," "," "," "," ","grade3","Even mixture of hard and soft materials",," "," ","last"
"tracktype",4,"combo"," "," "," "," "," ","grade4","Mostly Soft: soil/sand/grass with some hard material mixed in",," "," ","last"
"tracktype",5,"combo"," "," "," "," "," ","grade5","Soft: soil/sand/grass",," "," ","last"
"trail_visibility",1,"combo","Trail Visibility","Vidljivost staze"," "," ","trail_visibility","excellent","Excellent: unambiguous path or markers everywhere",,"Excellent, Good, Bad..."," ","last"
"trail_visibility",2,"combo"," "," "," "," "," ","good","Good: markers visible, sometimes require searching",," "," ","last"
"trail_visibility",3,"combo"," "," "," "," "," ","intermediate","Intermediate: few markers, path mostly visible",," "," ","last"
"trail_visibility",4,"combo"," "," "," "," "," ","bad","Bad: no markers, path sometimes invisible/pathless",," "," ","last"
"trail_visibility",5,"combo"," "," "," "," "," ","horrible","Horrible: often pathless, some orientation skills required",," "," ","last"
"trail_visibility",6,"combo"," "," "," "," "," ","no","No: pathless, excellent orientation skills required",," "," ","last"
"trees",1,"combo","Trees"," "," "," ","trees"," "," "," "," "," ","last"
"tunnel",1,"combo","Tunnel","Tunel"," "," ","tunnel"," "," "," "," "," ","last"
"vending",1,"combo","Type of Goods","Vrsta robe"," "," ","vending"," "," "," "," "," ","last"
"water",1,"combo","Type","Vrsta"," "," ","water"," "," "," "," "," ","last"
"waterway",1,"typeCombo","Type","Vrsta"," "," ","waterway"," "," "," "," "," ","last"
"website",1,"url","Website","Web stranica","website",true,"website"," "," "," ","http://example.com/","http://primjer.com/","last"
"wetland",1,"combo","Type","Vrsta"," "," ","wetland"," "," "," "," "," ","last"
"wheelchair",1,"radio","Wheelchair Access","Pristup s invalidskim kolicima","wheelchair",true,"wheelchair"," "," "," "," "," ","last"
"width",1,"number","Width (Meters)"," "," "," ","width"," "," "," "," "," ","last"
